sentence1,sentence2,label
"Pašlaik (2022) Sekera spēlē Nacionālās hokeja līgas kluba Dalasas ""Stars"" rindās. 2003.—04. gada sezonā Sekera debitēja Slovākijas Ekstralīgā, aizvadot trīs spēles Trenčīnas ""Dukla"" sastāvā.","Pēc sezonas beigām aizsargs pārcēlās uz Ziemeļameriku, nākamās divas sezonas aizvadot Ontārio hokeja līgas kluba Ouensaundas ""Attack"" rindās. 2006.—07. gada sezonu hokejists aizvadīja AHL vienībā Ročesteras ""Americans"", divas spēlēs laukumā dodoties gan arī NHL kluba Bufalo ""Sabres"" rindās. ""Sabres"" sastāvā hokejists nostiprinājās vien 2008.—09. gada sezonā. 2013. gada NHL drafta laikā tika aizmainīts uz Karolīnas ""Hurricanes"" vienību.",1
Pašlaik (2024) Eštons pārstāv Zviedrijas hokeja līgas komandu Rögle BK.,"Iepriekš Eštons ir spēlējis NHL komandā Toronto ""Maple Leafs"", AHL komandās Norfolkas ""Admirals"", Toronto ""Marlies"" un Sirakjūsas ""Crunch"", KHL komandās Ņižņijnovgorodas ""Torpedo"",Toljati ""Lada"", Čerepovecas ""Severstal"" un Rīgas ""Dinamo"" un Zviedrijas hokeja līgas komandā Leksands IF.",1
"Pašlaik ciems ir likvidēts, jo tajā nav neviena pastāvīgā iedzīvotāja.",Teritorijā ir divas mājas. 1897. gadā katoļu ciemā bija 2 sētas ar 29 cilvēkiem.,1
"ASV prezidents Džons Kenedijs tika nogalināts atentātā 1963. gada 22. novembrī plkst. 12.30 pēc vietējā laika (18.30 pēc Griničas laika) Dealey Plaza, Dalasā, Teksasas štatā, ASV.","Atentāts joprojām ir plaši apspriesta tēma sabiedrībā, tāpat pastāv neskaitāmas sazvērestības teorijas, kas min citus atentāta izpildītājus, organizatorus un pasūtītājus.",1
Dzimis Rīgā dzelzceļnieka ģimenē.,"Viņa darbi ir bijuši izstādīti Somijā, Dānijā, Polijā, Francijā un daudzās citās valstīs.",1
"Autoceļš ir 2,4 km garš, klāts ar asfaltbetona segumu un atrodas Ķekavas novada Ķekavas pagastā.",Pie autoceļa V1 atrodas arī Rīgai piederošas Bauskas ielas mājas.,1
Savu pirmo miksteipu un EP viņš izdeva ar pseidonīmu JuiceTheKidd 2015. gada sākumā un 2016. gadā. 2017. gada laikā viņš izdeva vairākus EP.,"Nedēļā, kas beidzās 2020. gada 25. jūlijā, piecas no dziesmām iekļuva Billboard Hot 100 labāko desmitniekā: ""Come & Go"", ""Wishing Well"", ""Conversations"", ""Life's a Mess"" un ""Hate The Other Side"", kas sasniedza attiecīgi otro, piekto, septīto, devīto un desmito vietu.",1
Tas tika izveidots 1996. gadā.,"Domēna sponsors ir Island Networks Ltd., kas nodrošina arī domēnu reģistrēšanu.",1
Ciematā atrodas Raudas pansionāts.,Latvijas Ģeotelpiskās informācijas aģentūra.,1
Atdala Mannāras līci no Polka šauruma.,Ģeogrāfijas vārdnīca Pasaules zemes un tautas.,1
Ķīmiskās rūpniecības centrs.,"Pilsētā atrodas arī ASV kompānijas Cayman Chemical Company rūpnīca, kas ražo prostaglandīnus.",1
"Rakstos pirmoreiz minēta 1136. gadā, bet kā pilsēta attīstījās no 1277. gada.","Blansko ir čehoslovāku diskmetēja Ludvīka Daņeka (Ludvík Daněk, 1937—1998) dzimtā pilsēta.",1
Muižas apbūve ir vietējas nozīmes 19. gadsimta 1. puses arhitektūras piemineklis.,"Atsevišķi arhitektūras pieminekļi ir arī kungu māja (19. gadsimta 1. puse), krogs (1881. gads) un klēts (19. gadsimta pirmā puse).",1
Dzimtu ar nosaukumu Helicinia 1815. gadā izveidoja franču izcelsmes amerikāņu zoologs Konstantīns Rafinesks.,"Zhang, 1982 † ģints: Praecampylaea Pfeffer, 1930 † apakšdzimta: Ariantinae Mörch, 1864 apakšdzimta: Helicinae Rafinesque, 1815 apakšdzimta: Murellinae P.",1
Singls tika izdots 2009. gada 19. oktobrī sadarbībā ar ierakstu kompāniju Reprise Records.,Dziesmas videoklips tika izdots 2009. gada 17. septembrī.,1
Izdala 13 pasugas.,"Stellera sīlim ir 13 pasugas: Cyanocitta stelleri stelleri — nominālpasuga, sastopams no Aļaskas dienvidiem un Kanādas rietumkrasta līdz Oregonas ziemeļrietumiem; Cyanocitta stelleri annectens — sastopams no Britu Kolumbijas centrālās daļas līdz Albertas dienvidaustrumiem, Oregonas ziemeļaustrumiem un Vaiomingas ziemeļrietumiem; Cyanocitta stelleri azteca — sastopams Meksikas centrālās daļas dienvidos; Cyanocitta stelleri carbonacea — sastopams Kalifornijas centrālās daļas rietumkrastā; Cyanocitta stelleri carlottae — sastopams Haida Gvaī arhipelāgā; Cyanocitta stelleri coronata — sastopams Meksikas dienvidos un Gvatemalas rietumos; Cyanocitta stelleri diademata — sastopams Meksikas ziemeļrietumos; Cyanocitta stelleri frontalis — sastopams Oregonas centrālajā daļā; Cyanocitta stelleri macrolopha — sastopams no Nevadas austrumiem līdz Dienviddakotas dienvidrietumiem un Meksikas ziemeļiem; Cyanocitta stelleri phillipsi — sastopams galvenokārt Sanluisa Potosi štatā Meksikā; Cyanocitta stelleri purpurea — sastopams Mičoakana de Okampo štatā Meksikā; Cyanocitta stelleri restricta — sastopams Oahaka štatā Meksikā; Cyanocitta stelleri suavis — sastopams Nikaragvā un Hondurasā.",1
Vācu ordeņa brālis.,Livlands Geistlichkeit vom Ende des 12. bis ins 16.,1
Indijas daļā izveidots Mannāras līča jūras nacionālais parks.,"Parka teritorijā uzturas delfīni, jūrasgovis un jūras bruņurupuči.",1
Antīkajos laikos tā bija nelielā Epidaurijas (Επιδαυρία) vēsturiskā apgabala centrs.,Līdz ar arheoloģiskajiem izrakumiem tiek veikta pieminekļu restaurācija un atjaunošana.,1
Atrodas Herheras upes krastā reģiona centrālajā daļā netālu no Svētās Cionas viduslaiku klostera.,Q110751466. «Հայաստանի 2011 թ. մարդահամարի արդյունքները».,1
Pēc karjeras beigām — treneris.,"Karjeras laikā spēlējis vienīgi Latvijas klubos, visvairāk Liepājā.",1
Filmas režisors ir Ēriks Lācis.,Banga.,1
"Reģiona galvenā pilsēta ir Džida, lai gan, iespējams, labāk zināmas ir musulmaņu svētās pilsētas Meka un Medīna.","Tas ir apdzīvotākais Saūda Arābijas reģions, kur dzīvo aptuveni 35% no visiem Saūda Arābijas iedzīvotājiem.",1
"Nosaukums vācu valodā bija mainīgs, piemēram, Zoye, Soye, Soeghe, Zoeghe, Zöge, Szoge, Zoege un Szoege vai arī vēl citādāka rakstība.","Tikai viņa dēls Eberhards (1590—1637) regulāri lietoja segvārdu Manteifels. 1909. gadā publicētajā Kurzemes līnijas ģimenes vēsturē tika uzskaitīti divi fiktīvi laulātie pāri, kurus tā saistīja ar Pomerānijas līniju, kas pēc mēnešiem tika labota.",1
Vēlāk aliansei pievienojās Lielbritānija un Francija.,Pēc sava satura „Svētās savienības” akts ir uzskatāms tikai kā reliģiski morāla deklarācija.,1
Kilometru uz ziemeļaustrumiem atrodas Vecmoku muižas komplekss.,Rīga. 1923.,1
Filmas režisors ir Rostislavs Gorjajevs.,"Bet Tihovs aiziet, pārliecināts, ka viņu gaida.",1
"Mūsdienās šis termins ietver dažādas mūzikas atskaņošanas veidus, neatkarīgi no avota.","Pastāv vēl daudz un dažādas papildu iekārtas, ko izmanto diskžokeji, viss atkarīgs no nepieciešamības.",1
"Kad viena no malā esošajām lodēm tiek pacelta un tad atlaista, pirmās lodes enerģija, izejot cauri visām lodītēm, iekustina pēdējo lodīti, kura atlec gaisā un savukārt atkal iekustina pirmo.",Ņūtona šūpulis tiek izmantots arī dekoratīvos nolūkos.,1
Kantona administratīvais centrs ir Delemona.,"Kantons robežojas ar Bernes un Bāzeles lauku kantoniem, kā arī ar Francijas departamentiem Dū, Belforu un Augšreinu. 2010. gada decembrī kantonā dzīvoja apmēram 70,2 tūkstoši cilvēku.",1
"Tā atrobas Mombasas salas dienvidaustrumu pusē, vecpilsētas platība ir 72 hektāri (180 akri).","Atjaunināts: 24 January 2011 UNESCO (2011b), Fort Jesus, United Nations: United Nations Educational, Scientific and Cultural Organization.",1
"Viņa īstais uzvārds bija Gaļišņikovs, Seļenskis ir pseidonīms.",Neaudz pie ceļa.,1
Dzimis Cēsīs.,A.,1
Ģeostacionārajā orbītā palaists 1967. gada martā; darbojās līdz 1970. gadu sākumam.,"Pavadonis vēl joprojām atrodas ģeostacionārajā orbītā, bet nekontrolēti dreifē.",1
Filmas režisors ir Rostislavs Gorjajevs.,"Bet Tihovs aiziet, pārliecināts, ka viņu gaida.",1
"Tā parasti ietver: Mērķi un nolūkus — skaidro, kāpēc dokuments ir izstrādāts un kādus mērķus tas cenšas sasniegt.","Pamatvērtības un principus — uzsver galvenās idejas vai vērtības, kuras dokuments aizstāv vai veicina.",1
Tas tika izdots 1974. gadā.,"The Great Deceiver (Džons Vetons, Roberts Frips, Ričards Palmers-Džeimss) — 4:02 Lament (Frips, Vetons, Palmers-Džeimss) — 4:00 We'll Let You Know (Deivids Kross, Frips, Vetons, Bills Brufords) — 3:46 The Night Watch (Frips, Vetons, Palmers-Džeimss) — 4:37 Trio (Kross, Frips, Vetons, Brufords) — 5:41 The Mincer (Kross, Frips, Vetons, Brufords, Palmers-Džeimss) — 4:10 Starless and Bible Black (Kross, Frips, Vetons, Brufords) — 9:11 Fracture (Frips) — 11:14 The Law Of Maximum Distress Part 1 — 6:42 Improv The Mincer — 4:22 The Law Of Maximum Distress Part 2 — 2:28 Dr.",1
Pēc Rīgas ieņemšanas 1919. gada 5. janvārī ar Sarkanās armijas virspavēlniecības 606. (в„– 606/ш) direktīvu to pārveidoja par Padomju Latvijas armiju virspavēlnieka tiešā pakļautībā. 1919. gada 7. jūnijā pēc Rīgas zaudēšanas un Padomju Latvijas armijas atkāpšanās uz Latgales teritoriju to ar virspavēlnieka 2188. operatīvo direktīvu (в„– 2188/оп) likvidēja un pārveidoja par Padomju Krievijas Rietumu frontes 15. armiju ar štābu Daugavpilī. 1919. gada augustā kaujas pie Pleskavas pret Igaunijas armiju; 1919. gada septembrī—novembrī kaujas pret Judeņiča komandēto Krievijas Ziemeļrietumu armiju; 1920. gada janvārī—martā kaujas pret Latvijas un Polijas armijām Latgalē; 1920. gada maijā—oktobrī pret Polijas armiju Baltkrievijā un Polijā. 15. armijas sastāvs bija ļoti mainīgs.,"Apens (Аппен А. П.), 1919. — 1920. gadā.",1
"Tajā uzvarēja Mihaels Šūmahers, otrais palika viņa komandas biedrs Rubenšs Barikello un trešais bija Ralfs Šūmahers.",Trešais bija Ferrari pilots Mihaels Šūmahers un ceturtais bija Rubenšs Barikello.,1
Lietuvā ir 60 pašvaldības.,Pirms 1994. gada Lietuva līdzīgi kā citas Padomju Savienības republikas dalījās rajonos (lietuviešu: rajonas).,1
Pēc universitātes absolvēšanas N.,Poklonska strādāja Ukrainas prokuratūrā dažādos amatos.,1
"Viens no ievērojamākajiem 20. gadsimta 40. — 70. gadu fotogrāfiem, kas pasaules slavu iemantojis ar dažādu valstu izcilu kultūras darbinieku, intelektuāļu un politiķu parādes un psiholoģiskajiem portretiem.",Philippe Halsman's Jump Book.,1
"Nitrili sadaloties var atšķelt cianīdjonus, kas ir toksiski.","Hidrolizējot nitrilus, var iegūt karbonskābes.",1
"Pie empatogēniem tiek pieskaitītas tādas vielas kā 2C-B, 2C-I, MDMA, MDA, MDEA, MBDB, 2C-T-7, un 2C-T-2.",Pirms tam (un bieži vien arī tagad neprecīzi) empatogēnās vielas iedalīja pie stimulantiem vai halucinogēniem.,1
"Tas atšķiras no lokāliem tīkliem, kas parasti ir ierobežoti līdz vienai telpai vai ēkai.",Tā vietā bieži lieto virtuālos privātos tīklus.,1
Tā sākas krustojumā ar Piparmētru ielu un beidzas krustojumā ar Kamēliju ielu.,Privātmāju apbūve.,1
Bijusi 12.,"Saeimas vēlēšanās no partijas ""Suverēnā vara"" saraksta. «Silvija Šimfa.",1
"Trauka nosaukumu devusi māla osa, kas savieno trauka abas malas pusapļa izliekumā pāri trauka atvērumam.",Latgales keramika.,1
"To var izraisīt gan pārmērīga fiziskā slodze, gan izbailes, gan arī dažādas slimības, visbiežāk elpošanas orgānu slimības (bronhiālā astma, hroniskā obstruktīvā plaušu slimība, pneimonija) vai sirds slimības (miokarda infarkts, sirds mazspēja).",Populārā medicīnas ekciklopēdija.,1
"Karjeras laikā aizvadījis 730 spēles Nacionālās hokeja līgas klubos Sanhosē ""Sharks"", Tampabejas ""Lightning"", Filadelfijas ""Flyers"" un Našvilas ""Predators"".","Kopā ar ""Flyers"" 2009.—10. gada sezonā Kārls sasniedza Stenlija kausa finālu, tajā gan piekāpjoties Čikāgas ""Blackhawks"". 2012. gada vasarā aizsargs noslēdza sešu gadu līgumu ar Tampabejas ""Lightning"". 2016. gada vidū ""Lightning"" izpirka Kārla līgumu, un hokejists noslēdza viena gada vienošanos ar Našvilas ""Predators"". 25. novembrī komanda līgumu ar hokejistu lauza, un Kārls paziņoja par karjeras beigšanu.",1
"Tas nozīmē tādu reakciju apkārtējā vidē uz indivīda rīcību, kuras rezultātā indivīds iegūst sev vēlamu rezultātu.","Piemēram, indivīda rīcības rezultātā beidzas nepatīkams troksnis.",1
Nominēts divām Amerikas Kinoakadēmijas balvām un Tony balvai.,"Pazīstams arī ar darbu Brodvejā, kur strādājis par horeogrāfu un sadarbojies ar tādām personām kā Bārbru Streisandi, Stīvenu Sondheimu un Ričardu Rodžersu.",1
"Rusova hronika par mestru Vilhelmu: ""Vilhelms Freimersens, 27.","Viņa laikā Jānis Sintenis bija Rīgas virsbiskaps, astotais pēc skaita"".",1
"Sākotnēji seriāls stāsta par bijušo bandītu Oļegu Fominu, kurš iefiltrējies skolā kā sporta skolotājs, lai sekotu sava bijušā bosa meitai, tādējādi gribot atgūt priekšnieka uzticību un atgriezties atpakaļ bandā.",Kopumā tika izveidotas 4 sezonas ar 77 sērijām.,1
Pašlaik (2021) Ferdinands ir Anglijas kluba Queens Park Rangers sporta direktors.,Less ir bijušā Anglijas izlases futbolista Rio Ferdinanda brālēns.,1
Akciju indekss tiek pārvērtēts divas reizes gadā (janvārī un jūlijā).,Indeksā ietilpstošie 10 uzņēmumi (pēc 2024. gada augusta datiem).,1
"Pazīstams kā vairāku sārmu un sārmzemju metālu atklājējs, kā arī ar devumu joda un hlora elementārdabas atklāšanā. 1815. gadā izgudroja Deivija lampu — eksplozijdrošu lampu ogļraču vajadzībām. 18. gadsimta beigās viņš eksperimentēja ar slāpekļa oksidulu un 1800. gadā publicēja atklājumu, ka šī viela reibina un novērš sāpes.","Rīga, ""Liesma"", 1968, 74. lpp.",1
Strādājis Latvijas Valsts universitātē (1944–1959) un Rīgas Politehniskajā institūtā (1959–1966).,Matemātikas minienciklopēdija.,1
"Izvietojies Madonas novada Bērzaunes pagasta ziemeļaustrumos pie autoceļa V883 netālu no Abrienu mājām, ietilpst Gaiziņkalna dabas parkā.",Latvijas daba. 1. sējums.,1
"Dzimusi 1892. gadā Rūjienā, galdnieka ģimenē.",Tajā pašā dienā nošauta. 1956. gadā reabilitēta.,1
"Tas uzbūvēts Norvēģijā 1968. gadā un ar nosaukumu KNM Gnist (""dzirkstele"") bijis Norvēģijas Karaliskās Karaflotē.","Linga piedalījies starptautiskās un nacionālās militārās mācībās: ""STORMEX"", ""STRONG RESOLVE"", ""BALTIC SWIFT"", ""BALTOPS"" u.c.",1
"Bākas augstums ir 13,5 m.","Gaisma balta (2 s deg, 2 s pārtraukums, 9 s deg, 7 s pārtraukums).",1
"Hākons bija Zviedrijas karalis no 1070. gada līdz 1079. gadam, kad saslima un nomira.",Iesauka Sarkanais radusies viņa matu krāsas dēļ.,1
Visas līča valstis izņemot Irāku ir Līča arābu valstu sadarbības padomes jeb GCC dalībvalstis.,Persijas līča valstis par piemērotāku reģiona nosaukumu uzskata Arābu līcis nevis pašlaik lietoto Persijas līča nosaukumu.,1
"Pirmo reizi fotoelektronu pavairotāju ieteicis (1930. gadā) un izstrādājis (1934. gadā) krievu fiziķis un izgudrotājs Leonīds Kubeckis, kurš par to saņēmis PSRS Valsts prēmiju.",Ietilpst scintilāciju skaitītāju sastāvā.,1
"Tas tika veikts nepilotējamā režīmā subortitālā trajektorijā, lai izmēģinātu karstuma vairogu.","NASA Gemini 2 press kit December 4. 1964 On The Shoulders of Titans: A History of Project Gemini Arhivēts 2003. gada 7. decembrī, Wayback Machine vietnē.",1
Valmieras pilsētas ārsts un Valmieras pilsētas galva (1906—1910).,Georga Apiņa vārdā ir nosaukta iela Valmierā.,1
"Baznīcas formālais valdnieks ir Apvienotās Karalistes monarhs, pašlaik — karalis Čārlzs III Vindzors.",Londonas bīskapa amatu pašlaik ieņem Sāra Millelija (Sarah Mullally).,1
Tā tika dibināta 1988. gadā. firmu izveidoja Deivids Džonss.,"Menace (1988) (Amiga, ST, PC) Ballistix (1989) (porti MSDOS, C64, TG16) Blood Money (1989) (Amiga, ST and C64) Lemmings (1990) (Amiga, CDTV, MS-DOS, ST, Spectrum, CD-I, Lynx) Oh No!",1
Tas bija dibināts 1898. gadā; 2002. gadā uzņēmums tika pārdots Kone.,"Uzņēmuma nosaukums tika mainīts uz Partek Oyj, un tā operācijas sadalīja trīs nozarēs: kravu risinājumi, lauksaimniecības un mežu tehnika un minerāli. 1999. gadā tika iegādāts Zviedrijas kravu risinājumu uzņēmums Zeteco (kopā ar to Zepro un Waltco aizmugurējā borta pacēlāji) 1999. gadā kaļķa materiālu apakšuzņēmums Partek Nordkalk Oy Ab tika pārveidots par publisku kapitālsabiedrību, un tā akcijas izlaistas Helsinku biržā. 2000. gadā Partek iegādājās Zviedrijas konteineru sprīderu ražotāju Bromma. 2002. gadā uzņēmumu Partek nopirka Somijas liftu ražotājs Kone. 2003. gadā Kone nolēma paturēt tikai kravu iekraušanas biznesu (tas 2005. gadā tika reorganizēts jaunā uzņēmumā Cargotec), bet pārējo pārdot. 2003. gadā Somijas investoru grupai NK-Holding Oy Ab tika pārdots bijušās Partek kaļķakmens pārstrādātājs Nordkalk. 2003. gadā bijušās Valmet mežizstrādes nodaļa tika pārdota Japānas Komatsu Forest; minerālvates izolācijas ražošanas uzņēmuma Paroc daļas, kas piederēja Partek, tika pārdotas pašam Paroc. 2004. gadā ASV uzņēmumam AGCO tika pārdots traktoru ražotājs Valtra, kā arī Sisu Diesel; Sisu Auto tika pārdots Somijas investoru grupai. 2005. gada 1. jūnijā Kone sadalījās divos uzņēmumos : liftu, eskalatoru un automātisko durvju bizness palika jaunajai KONE, bet pārējos bijušās Partek uzņēmumus nodeva Cargotec.",1
"Bijis pazīstams kā šaha teorētiķis, vēsturnieks un literāts.",Labākais rezultāts sasniegts 1932. gadā — 4. vieta.,1
